Sno,Date,Province/State,Country/Region,Confirmed,Recovered,Deaths
1,30-01-2020,Kerala,India,1,0,0
2,31-01-2020,Kerala,India,1,0,0
3,01-02-2020,Kerala,India,2,0,0
4,02-02-2020,Kerala,India,3,0,0
5,03-02-2020,Kerala,India,3,0,0
6,04-02-2020,Kerala,India,3,0,0
7,05-02-2020,Kerala,India,3,0,0
8,06-02-2020,Kerala,India,3,0,0
9,07-02-2020,Kerala,India,3,0,0
10,08-02-2020,Kerala,India,3,0,0
11,09-02-2020,Kerala,India,3,0,0
12,10-02-2020,Kerala,India,3,0,0
13,11-02-2020,Kerala,India,3,0,0
14,12-02-2020,Kerala,India,3,0,0
15,13-02-2020,Kerala,India,3,0,0
16,14-02-2020,Kerala,India,3,0,0
17,15-02-2020,Kerala,India,3,0,0
18,16-02-2020,Kerala,India,3,0,0
19,17-02-2020,Kerala,India,3,0,0
20,18-02-2020,Kerala,India,3,0,0
21,19-02-2020,Kerala,India,3,0,0
22,20-02-2020,Kerala,India,3,0,0
23,21-02-2020,Kerala,India,3,0,0
24,22-02-2020,Kerala,India,3,0,0
25,23-02-2020,Kerala,India,3,0,0
26,24-02-2020,Kerala,India,3,0,0
27,25-02-2020,Kerala,India,3,0,0
28,26-02-2020,Kerala,India,3,0,0
29,27-02-2020,Kerala,India,3,0,0
30,28-02-2020,Kerala,India,3,0,0
31,29-02-2020,Kerala,India,3,0,0
32,01-03-2020,Kerala,India,3,0,0
33,02-03-2020,Telengana,India,1,0,0
34,02-03-2020,Kerala,India,3,0,0
35,02-03-2020,Delhi,India,1,0,0
36,03-03-2020,Telengana,India,1,0,0
37,03-03-2020,Rajasthan,India,1,0,0
38,03-03-2020,Kerala,India,3,3,0
39,03-03-2020,Delhi,India,1,0,0
40,04-03-2020,Uttar Pradesh,India,6,0,0
41,04-03-2020,Kerala,India,3,3,0
42,04-03-2020,Haryana,India,2,0,0
43,04-03-2020,Delhi,India,1,0,0
44,04-03-2020,Telengana,India,1,0,0
45,04-03-2020,Rajasthan,India,15,0,0
46,05-03-2020,Delhi,India,2,0,0
47,05-03-2020,Haryana,India,2,0,0
48,05-03-2020,Kerala,India,3,3,0
49,05-03-2020,Rajasthan,India,15,0,0
50,05-03-2020,Telengana,India,1,0,0
51,05-03-2020,Uttar Pradesh,India,7,0,0
52,06-03-2020,Delhi,India,3,0,0
53,06-03-2020,Haryana,India,2,0,0
54,06-03-2020,Kerala,India,3,3,0
55,06-03-2020,Rajasthan,India,15,0,0
56,06-03-2020,Uttar Pradesh,India,7,0,0
57,06-03-2020,Telengana,India,1,0,0
58,07-03-2020,Kerala,India,3,3,0
59,07-03-2020,Uttar Pradesh,India,7,0,0
60,07-03-2020,Ladakh,India,2,0,0
61,07-03-2020,Telengana,India,1,0,0
62,07-03-2020,Tamil Nadu,India,1,0,0
63,07-03-2020,Delhi,India,3,0,0
64,07-03-2020,Haryana,India,2,0,0
65,07-03-2020,Rajasthan,India,15,0,0
66,08-03-2020,Ladakh,India,2,0,0
67,08-03-2020,Telengana,India,1,0,0
68,08-03-2020,Tamil Nadu,India,1,0,0
69,08-03-2020,Rajasthan,India,15,0,0
70,08-03-2020,Kerala,India,8,3,0
71,08-03-2020,Haryana,India,2,0,0
72,08-03-2020,Delhi,India,3,0,0
73,08-03-2020,Uttar Pradesh,India,7,0,0
74,09-03-2020,Ladakh,India,2,0,0
75,09-03-2020,Karnataka,India,1,0,0
76,09-03-2020,Kerala,India,9,3,0
77,09-03-2020,Maharashtra,India,2,0,0
78,09-03-2020,Punjab,India,1,0,0
79,09-03-2020,Rajasthan,India,15,0,0
80,09-03-2020,Tamil Nadu,India,1,0,0
81,09-03-2020,Telengana,India,1,0,0
82,09-03-2020,Jammu and Kashmir,India,1,0,0
83,09-03-2020,Uttar Pradesh,India,7,0,0
84,09-03-2020,Haryana,India,2,0,0
85,09-03-2020,Delhi,India,4,0,0
86,10-03-2020,Uttar Pradesh,India,7,0,0
87,10-03-2020,Ladakh,India,2,0,0
88,10-03-2020,Delhi,India,4,0,0
89,10-03-2020,Haryana,India,2,0,0
90,10-03-2020,Karnataka,India,4,0,0
91,10-03-2020,Kerala,India,15,3,0
92,10-03-2020,Maharashtra,India,5,0,0
93,10-03-2020,Punjab,India,1,0,0
94,10-03-2020,Rajasthan,India,15,0,0
95,10-03-2020,Tamil Nadu,India,1,0,0
96,10-03-2020,Telengana,India,1,0,0
97,10-03-2020,Jammu and Kashmir,India,1,0,0
98,11-03-2020,Maharashtra,India,2,0,0
99,11-03-2020,Delhi,India,5,0,0
100,11-03-2020,Haryana,India,14,0,0
101,11-03-2020,Kerala,India,17,3,0
102,11-03-2020,Rajasthan,India,3,0,0
103,11-03-2020,Telengana,India,1,0,0
104,11-03-2020,Uttar Pradesh,India,9,0,0
105,11-03-2020,Ladakh,India,2,0,0
106,11-03-2020,Tamil Nadu,India,1,0,0
107,11-03-2020,Jammu and Kashmir,India,1,0,0
108,11-03-2020,Punjab,India,1,0,0
109,11-03-2020,Karnataka,India,4,0,0
110,12-03-2020,Delhi,India,6,0,0
111,12-03-2020,Haryana,India,14,0,0
112,12-03-2020,Kerala,India,17,3,0
113,12-03-2020,Rajasthan,India,3,0,0
114,12-03-2020,Telengana,India,1,0,0
115,12-03-2020,Uttar Pradesh,India,11,0,0
116,12-03-2020,Ladakh,India,3,0,0
117,12-03-2020,Tamil Nadu,India,1,0,0
118,12-03-2020,Jammu and Kashmir,India,1,0,0
119,12-03-2020,Punjab,India,1,0,0
120,12-03-2020,Karnataka,India,4,0,0
121,12-03-2020,Maharashtra,India,11,0,0
122,12-03-2020,Andhra Pradesh,India,1,0,0
123,13-03-2020,Delhi,India,6,0,0
124,13-03-2020,Haryana,India,14,0,0
125,13-03-2020,Kerala,India,19,3,0
126,13-03-2020,Rajasthan,India,3,0,0
127,13-03-2020,Telengana,India,1,0,0
128,13-03-2020,Uttar Pradesh,India,11,0,0
129,13-03-2020,Ladakh,India,3,0,0
130,13-03-2020,Tamil Nadu,India,1,0,0
131,13-03-2020,Jammu and Kashmir,India,1,0,0
132,13-03-2020,Punjab,India,1,0,0
133,13-03-2020,Karnataka,India,6,0,1
134,13-03-2020,Maharashtra,India,14,0,0
135,13-03-2020,Andhra Pradesh,India,1,0,0
136,14-03-2020,Delhi,India,7,1,1
137,14-03-2020,Haryana,India,14,0,0
138,14-03-2020,Kerala,India,19,3,0
139,14-03-2020,Rajasthan,India,3,1,0
140,14-03-2020,Telengana,India,1,0,0
141,14-03-2020,Uttar Pradesh,India,12,5,0
142,14-03-2020,Ladakh,India,3,0,0
143,14-03-2020,Tamil Nadu,India,1,0,0
144,14-03-2020,Jammu and Kashmir,India,2,0,0
145,14-03-2020,Punjab,India,1,0,0
146,14-03-2020,Karnataka,India,6,0,1
147,14-03-2020,Maharashtra,India,14,0,0
148,14-03-2020,Andhra Pradesh,India,1,0,0
149,15-03-2020,Andhra Pradesh,India,1,0,0
150,15-03-2020,Delhi,India,7,2,1
151,15-03-2020,Haryana,India,14,0,0
152,15-03-2020,Karnataka,India,6,0,1
153,15-03-2020,Kerala,India,22,3,0
154,15-03-2020,Maharashtra,India,32,0,0
155,15-03-2020,Punjab,India,1,0,0
156,15-03-2020,Rajasthan,India,4,3,0
157,15-03-2020,Tamil Nadu,India,1,0,0
158,15-03-2020,Telengana,India,3,1,0
159,15-03-2020,Jammu and Kashmir,India,2,0,0
160,15-03-2020,Ladakh,India,3,0,0
161,15-03-2020,Uttar Pradesh,India,13,4,0
162,15-03-2020,Uttarakhand,India,1,0,0
163,16-03-2020,Andhra Pradesh,India,1,0,0
164,16-03-2020,Delhi,India,7,2,1
165,16-03-2020,Haryana,India,14,0,0
166,16-03-2020,Karnataka,India,6,0,1
167,16-03-2020,Kerala,India,23,3,0
168,16-03-2020,Maharashtra,India,32,0,0
169,16-03-2020,Odisha,India,1,0,0
170,16-03-2020,Punjab,India,1,0,0
171,16-03-2020,Rajasthan,India,4,3,0
172,16-03-2020,Tamil Nadu,India,1,0,0
173,16-03-2020,Telengana,India,3,1,0
174,16-03-2020,Jammu and Kashmir,India,3,0,0
175,16-03-2020,Ladakh,India,4,0,0
176,16-03-2020,Uttar Pradesh,India,13,4,0
177,16-03-2020,Uttarakhand,India,1,0,0
178,17-03-2020,Andhra Pradesh,India,1,0,0
179,17-03-2020,Delhi,India,8,2,1
180,17-03-2020,Haryana,India,15,0,0
181,17-03-2020,Karnataka,India,11,0,1
182,17-03-2020,Kerala,India,26,3,0
183,17-03-2020,Maharashtra,India,39,0,1
184,17-03-2020,Odisha,India,1,0,0
185,17-03-2020,Punjab,India,1,0,0
186,17-03-2020,Rajasthan,India,4,3,0
187,17-03-2020,Tamil Nadu,India,1,0,0
188,17-03-2020,Telengana,India,5,1,0
189,17-03-2020,Jammu and Kashmir,India,3,0,0
190,17-03-2020,Ladakh,India,6,0,0
191,17-03-2020,Uttar Pradesh,India,15,5,0
192,17-03-2020,Uttarakhand,India,1,0,0
193,18-03-2020,Andhra Pradesh,India,1,0,0
194,18-03-2020,Delhi,India,10,2,1
195,18-03-2020,Haryana,India,17,0,0
196,18-03-2020,Karnataka,India,11,0,1
197,18-03-2020,Kerala,India,27,3,0
198,18-03-2020,Maharashtra,India,42,0,1
199,18-03-2020,Odisha,India,1,0,0
200,18-03-2020,Puducherry,India,1,0,0
201,18-03-2020,Punjab,India,1,0,0
202,18-03-2020,Rajasthan,India,4,3,0
203,18-03-2020,Tamil Nadu,India,1,0,0
204,18-03-2020,Telengana,India,6,1,0
205,18-03-2020,Jammu and Kashmir,India,3,0,0
206,18-03-2020,Ladakh,India,8,0,0
207,18-03-2020,Uttar Pradesh,India,16,5,0
208,18-03-2020,Uttarakhand,India,1,0,0
209,18-03-2020,West Bengal,India,1,0,0
210,19-03-2020,Andhra Pradesh,India,2,0,0
211,19-03-2020,Chhattisgarh,India,1,0,0
212,19-03-2020,Delhi,India,12,3,1
213,19-03-2020,Haryana,India,17,0,0
214,19-03-2020,Karnataka,India,14,0,1
215,19-03-2020,Kerala,India,27,3,0
216,19-03-2020,Maharashtra,India,47,0,1
217,19-03-2020,Odisha,India,1,0,0
218,19-03-2020,Puducherry,India,1,0,0
219,19-03-2020,Punjab,India,2,0,1
220,19-03-2020,Rajasthan,India,7,3,0
221,19-03-2020,Tamil Nadu,India,2,1,0
222,19-03-2020,Telengana,India,6,1,0
223,19-03-2020,Chandigarh,India,1,0,0
224,19-03-2020,Jammu and Kashmir,India,4,0,0
225,19-03-2020,Ladakh,India,8,0,0
226,19-03-2020,Uttar Pradesh,India,19,9,0
227,19-03-2020,Uttarakhand,India,1,0,0
228,19-03-2020,West Bengal,India,1,0,0
229,20-03-2020,Andhra Pradesh,India,3,0,0
230,20-03-2020,Chhattisgarh,India,1,0,0
231,20-03-2020,Delhi,India,17,5,1
232,20-03-2020,Gujarat,India,5,0,0
233,20-03-2020,Haryana,India,17,0,0
234,20-03-2020,Karnataka,India,15,1,1
235,20-03-2020,Kerala,India,28,3,0
236,20-03-2020,Maharashtra,India,52,0,1
237,20-03-2020,Odisha,India,2,0,0
238,20-03-2020,Puducherry,India,1,0,0
239,20-03-2020,Punjab,India,2,0,1
240,20-03-2020,Rajasthan,India,17,3,0
241,20-03-2020,Tamil Nadu,India,3,1,0
242,20-03-2020,Telengana,India,17,1,0
243,20-03-2020,Chandigarh,India,1,0,0
244,20-03-2020,Jammu and Kashmir,India,4,0,0
245,20-03-2020,Ladakh,India,10,0,0
246,20-03-2020,Uttar Pradesh,India,23,9,0
247,20-03-2020,Uttarakhand,India,3,0,0
248,20-03-2020,West Bengal,India,2,0,0
249,21-03-2020,Andhra Pradesh,India,3,0,0
250,21-03-2020,Chhattisgarh,India,1,0,0
251,21-03-2020,Delhi,India,26,5,1
252,21-03-2020,Gujarat,India,7,0,0
253,21-03-2020,Haryana,India,17,0,0
254,21-03-2020,Himachal Pradesh,India,2,0,0
255,21-03-2020,Karnataka,India,15,1,1
256,21-03-2020,Kerala,India,40,3,0
257,21-03-2020,Madhya Pradesh,India,4,0,0
258,21-03-2020,Maharashtra,India,63,0,1
259,21-03-2020,Odisha,India,2,0,0
260,21-03-2020,Puducherry,India,1,0,0
261,21-03-2020,Punjab,India,13,0,1
262,21-03-2020,Rajasthan,India,17,3,0
263,21-03-2020,Tamil Nadu,India,3,1,0
264,21-03-2020,Telengana,India,21,1,0
265,21-03-2020,Chandigarh,India,1,0,0
266,21-03-2020,Jammu and Kashmir,India,4,0,0
267,21-03-2020,Ladakh,India,13,0,0
268,21-03-2020,Uttar Pradesh,India,24,9,0
269,21-03-2020,Uttarakhand,India,3,0,0
270,21-03-2020,West Bengal,India,3,0,0
271,22-03-2020,Andhra Pradesh,India,5,0,0
272,22-03-2020,Bihar,India,2,0,1
273,22-03-2020,Chhattisgarh,India,1,0,0
274,22-03-2020,Delhi,India,29,5,1
275,22-03-2020,Gujarat,India,18,0,1
276,22-03-2020,Haryana,India,21,0,0
277,22-03-2020,Himachal Pradesh,India,2,0,0
278,22-03-2020,Karnataka,India,26,2,1
279,22-03-2020,Kerala,India,52,3,0
280,22-03-2020,Madhya Pradesh,India,4,0,0
281,22-03-2020,Maharashtra,India,67,0,2
282,22-03-2020,Odisha,India,2,0,0
283,22-03-2020,Puducherry,India,1,0,0
284,22-03-2020,Punjab,India,21,0,1
285,22-03-2020,Rajasthan,India,24,3,0
286,22-03-2020,Tamil Nadu,India,7,1,0
287,22-03-2020,Telengana,India,22,1,0
288,22-03-2020,Chandigarh,India,5,0,0
289,22-03-2020,Jammu and Kashmir,India,4,0,0
290,22-03-2020,Ladakh,India,13,0,0
291,22-03-2020,Uttar Pradesh,India,27,9,0
292,22-03-2020,Uttarakhand,India,3,0,0
293,22-03-2020,West Bengal,India,4,0,0
294,23-03-2020,Andhra Pradesh,India,7,0,0
295,23-03-2020,Bihar,India,2,0,1
296,23-03-2020,Chhattisgarh,India,1,0,0
297,23-03-2020,Delhi,India,29,5,1
298,23-03-2020,Gujarat,India,29,0,1
299,23-03-2020,Haryana,India,26,0,0
300,23-03-2020,Himachal Pradesh,India,2,0,0
301,23-03-2020,Karnataka,India,33,2,1
302,23-03-2020,Kerala,India,67,3,0
303,23-03-2020,Madhya Pradesh,India,6,0,0
304,23-03-2020,Maharashtra,India,74,0,2
305,23-03-2020,Odisha,India,2,0,0
306,23-03-2020,Puducherry,India,1,0,0
307,23-03-2020,Punjab,India,21,0,1
308,23-03-2020,Rajasthan,India,28,3,0
309,23-03-2020,Tamil Nadu,India,9,1,0
310,23-03-2020,Telengana,India,32,1,0
311,23-03-2020,Chandigarh,India,6,0,0
312,23-03-2020,Jammu and Kashmir,India,4,0,0
313,23-03-2020,Ladakh,India,13,0,0
314,23-03-2020,Uttar Pradesh,India,31,9,0
315,23-03-2020,Uttarakhand,India,3,0,0
316,23-03-2020,West Bengal,India,7,0,0
317,24-03-2020,Andhra Pradesh,India,8,0,0
318,24-03-2020,Bihar,India,3,0,1
319,24-03-2020,Chhattisgarh,India,1,0,0
320,24-03-2020,Delhi,India,30,6,1
321,24-03-2020,Gujarat,India,33,0,1
322,24-03-2020,Haryana,India,28,11,0
323,24-03-2020,Himachal Pradesh,India,3,0,1
324,24-03-2020,Karnataka,India,37,3,1
325,24-03-2020,Kerala,India,95,4,0
326,24-03-2020,Madhya Pradesh,India,7,0,0
327,24-03-2020,Maharashtra,India,89,0,2
328,24-03-2020,Manipur,India,1,0,0
329,24-03-2020,Odisha,India,2,0,0
330,24-03-2020,Puducherry,India,1,0,0
331,24-03-2020,Punjab,India,29,0,1
332,24-03-2020,Rajasthan,India,32,3,0
333,24-03-2020,Tamil Nadu,India,15,1,0
334,24-03-2020,Telengana,India,35,1,0
335,24-03-2020,Chandigarh,India,7,0,0
336,24-03-2020,Jammu and Kashmir,India,4,0,0
337,24-03-2020,Ladakh,India,13,0,0
338,24-03-2020,Uttar Pradesh,India,33,11,0
339,24-03-2020,Uttarakhand,India,4,0,0
340,24-03-2020,West Bengal,India,9,0,1
341,25-03-2020,Andhra Pradesh,India,9,1,0
342,25-03-2020,Bihar,India,4,0,1
343,25-03-2020,Chhattisgarh,India,1,0,0
344,25-03-2020,Delhi,India,31,6,1
345,25-03-2020,Gujarat,India,38,0,1
346,25-03-2020,Haryana,India,28,11,0
347,25-03-2020,Himachal Pradesh,India,3,0,1
348,25-03-2020,Karnataka,India,41,3,1
349,25-03-2020,Kerala,India,109,4,0
350,25-03-2020,Madhya Pradesh,India,14,0,0
351,25-03-2020,Maharashtra,India,128,1,3
352,25-03-2020,Manipur,India,1,0,0
353,25-03-2020,Mizoram,India,1,0,0
354,25-03-2020,Odisha,India,2,0,0
355,25-03-2020,Puducherry,India,1,0,0
356,25-03-2020,Punjab,India,29,0,1
357,25-03-2020,Rajasthan,India,36,3,0
358,25-03-2020,Tamil Nadu,India,18,1,0
359,25-03-2020,Telengana,India,35,1,0
360,25-03-2020,Chandigarh,India,7,0,0
361,25-03-2020,Jammu and Kashmir,India,7,1,0
362,25-03-2020,Ladakh,India,13,0,0
363,25-03-2020,Uttar Pradesh,India,37,11,0
364,25-03-2020,Uttarakhand,India,4,0,0
365,25-03-2020,West Bengal,India,9,0,1
366,26-03-2020,Andaman and Nicobar Islands,India,1,0,0
367,26-03-2020,Andhra Pradesh,India,11,1,0
368,26-03-2020,Bihar,India,6,0,1
369,26-03-2020,Chandigarh,India,7,0,0
370,26-03-2020,Chhattisgarh,India,6,0,0
371,26-03-2020,Delhi,India,36,6,1
372,26-03-2020,Goa,India,3,0,0
373,26-03-2020,Gujarat,India,43,0,3
374,26-03-2020,Haryana,India,30,11,0
375,26-03-2020,Himachal Pradesh,India,3,0,1
376,26-03-2020,Jammu and Kashmir,India,13,1,0
377,26-03-2020,Karnataka,India,55,3,2
378,26-03-2020,Kerala,India,118,6,0
379,26-03-2020,Ladakh,India,13,0,0
380,26-03-2020,Madhya Pradesh,India,20,0,1
381,26-03-2020,Maharashtra,India,124,1,3
382,26-03-2020,Manipur,India,1,0,0
383,26-03-2020,Mizoram,India,1,0,0
384,26-03-2020,Odisha,India,2,0,0
385,26-03-2020,Puducherry,India,1,0,0
386,26-03-2020,Punjab,India,33,0,1
387,26-03-2020,Rajasthan,India,41,3,0
388,26-03-2020,Tamil Nadu,India,26,1,1
389,26-03-2020,Telengana,India,44,1,0
390,26-03-2020,Uttarakhand,India,5,0,0
391,26-03-2020,Uttar Pradesh,India,41,11,0
392,26-03-2020,West Bengal,India,10,0,1
393,27-03-2020,Andaman and Nicobar Islands,India,1,0,0
394,27-03-2020,Andhra Pradesh,India,12,1,0
395,27-03-2020,Bihar,India,6,0,1
396,27-03-2020,Chandigarh,India,7,0,0
397,27-03-2020,Chhattisgarh,India,6,0,0
398,27-03-2020,Delhi,India,36,6,1
399,27-03-2020,Goa,India,3,0,0
400,27-03-2020,Gujarat,India,43,0,3
401,27-03-2020,Haryana,India,30,11,0
402,27-03-2020,Himachal Pradesh,India,3,0,1
403,27-03-2020,Jammu and Kashmir,India,13,1,1
404,27-03-2020,Karnataka,India,55,3,2
405,27-03-2020,Kerala,India,137,11,0
406,27-03-2020,Ladakh,India,13,3,0
407,27-03-2020,Madhya Pradesh,India,20,0,1
408,27-03-2020,Maharashtra,India,130,15,4
409,27-03-2020,Manipur,India,1,0,0
410,27-03-2020,Mizoram,India,1,0,0
411,27-03-2020,Odisha,India,2,0,0
412,27-03-2020,Puducherry,India,1,0,0
413,27-03-2020,Punjab,India,33,0,1
414,27-03-2020,Rajasthan,India,41,3,0
415,27-03-2020,Tamil Nadu,India,29,1,1
416,27-03-2020,Telengana,India,45,1,0
417,27-03-2020,Uttarakhand,India,5,0,0
418,27-03-2020,Uttar Pradesh,India,41,11,0
419,27-03-2020,West Bengal,India,10,0,1
420,28-03-2020,Andhra Pradesh,India,14,1,0
421,28-03-2020,Andaman and Nicobar Islands,India,6,0,0
422,28-03-2020,Bihar,India,9,0,1
423,28-03-2020,Chandigarh,India,8,0,0
424,28-03-2020,Chhattisgarh,India,6,0,0
425,28-03-2020,Delhi,India,39,6,1
426,28-03-2020,Goa,India,3,0,0
427,28-03-2020,Gujarat,India,45,0,3
428,28-03-2020,Haryana,India,33,12,0
429,28-03-2020,Himachal Pradesh,India,3,0,1
430,28-03-2020,Jammu and Kashmir,India,20,1,1
431,28-03-2020,Karnataka,India,55,3,2
432,28-03-2020,Kerala,India,176,11,0
433,28-03-2020,Ladakh,India,13,3,0
434,28-03-2020,Madhya Pradesh,India,30,0,2
435,28-03-2020,Maharashtra,India,180,25,5
436,28-03-2020,Manipur,India,1,0,0
437,28-03-2020,Mizoram,India,1,0,0
438,28-03-2020,Odisha,India,3,0,0
439,28-03-2020,Puducherry,India,1,0,0
440,28-03-2020,Punjab,India,38,1,1
441,28-03-2020,Rajasthan,India,54,3,0
442,28-03-2020,Tamil Nadu,India,40,2,1
443,28-03-2020,Telengana,India,56,1,0
444,28-03-2020,Uttarakhand,India,5,0,0
445,28-03-2020,Uttar Pradesh,India,55,11,0
446,28-03-2020,West Bengal,India,15,0,1
447,29-03-2020,Andhra Pradesh,India,19,1,0
448,29-03-2020,Andaman and Nicobar Islands,India,9,0,0
449,29-03-2020,Bihar,India,11,0,1
450,29-03-2020,Chandigarh,India,8,0,0
451,29-03-2020,Chhattisgarh,India,7,0,0
452,29-03-2020,Delhi,India,49,6,2
453,29-03-2020,Goa,India,5,0,0
454,29-03-2020,Gujarat,India,58,1,5
455,29-03-2020,Haryana,India,33,17,0
456,29-03-2020,Himachal Pradesh,India,3,0,1
457,29-03-2020,Jammu and Kashmir,India,31,1,2
458,29-03-2020,Karnataka,India,76,5,3
459,29-03-2020,Kerala,India,182,15,1
460,29-03-2020,Ladakh,India,13,3,0
461,29-03-2020,Madhya Pradesh,India,30,0,2
462,29-03-2020,Maharashtra,India,186,25,6
463,29-03-2020,Manipur,India,1,0,0
464,29-03-2020,Mizoram,India,1,0,0
465,29-03-2020,Odisha,India,3,0,0
466,29-03-2020,Puducherry,India,1,0,0
467,29-03-2020,Punjab,India,38,1,1
468,29-03-2020,Rajasthan,India,55,3,0
469,29-03-2020,Tamil Nadu,India,49,4,1
470,29-03-2020,Telengana,India,66,1,1
471,29-03-2020,Uttarakhand,India,7,2,0
472,29-03-2020,Uttar Pradesh,India,65,11,0
473,29-03-2020,West Bengal,India,18,0,1
474,30-03-2020,Andhra Pradesh,India,23,1,0
475,30-03-2020,Andaman and Nicobar Islands,India,9,0,0
476,30-03-2020,Bihar,India,15,0,1
477,30-03-2020,Chandigarh,India,8,0,0
478,30-03-2020,Chhattisgarh,India,7,0,0
479,30-03-2020,Delhi,India,87,6,2
480,30-03-2020,Goa,India,5,0,0
481,30-03-2020,Gujarat,India,69,1,6
482,30-03-2020,Haryana,India,36,18,0
483,30-03-2020,Himachal Pradesh,India,3,0,1
484,30-03-2020,Jammu and Kashmir,India,48,2,2
485,30-03-2020,Karnataka,India,83,5,3
486,30-03-2020,Kerala,India,202,19,1
487,30-03-2020,Ladakh,India,13,3,0
488,30-03-2020,Madhya Pradesh,India,47,0,3
489,30-03-2020,Maharashtra,India,198,25,8
490,30-03-2020,Manipur,India,1,0,0
491,30-03-2020,Mizoram,India,1,0,0
492,30-03-2020,Odisha,India,3,0,0
493,30-03-2020,Puducherry,India,1,0,0
494,30-03-2020,Punjab,India,38,1,1
495,30-03-2020,Rajasthan,India,59,3,0
